identifier,collection,name,url,thumbnailUrl,owner,rank,priceCurrency,priceAmount,xp,wear,level,starLevel,Damage,Reload Time,Ammo,Range,realPriceAmount
CRMYTH-546419-0109,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-010a,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,9857,33.7,7,1,154,0.1,65,8.5,
CRMYTH-546419-010b,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,5294,7.1,7,1,154,0.1,65,8.5,
CRMYTH-546419-010c,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,1.09,0,0.0,1,1,130,0.1,65,8.5,1.09
CRMYTH-546419-010d,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,984,2.8,3,1,138,0.1,65,8.5,
CRMYTH-546419-010e,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-010f,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,977,2.1,4,1,142,0.1,65,8.5,
CRMYTH-546419-0110,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,1.1,744,8.3,3,1,138,0.1,65,8.5,1.1
CRMYTH-546419-0111,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0112,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,652,2.7,4,1,142,0.1,65,8.5,
CRMYTH-546419-0113,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,1.0,12,0.2,1,1,130,0.1,65,8.5,1.0
CRMYTH-546419-0114,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0115,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0116,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0117,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0118,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0119,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-011a,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-011b,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1260gwsj687sergfypafeyqr3ke9hf6ttgspxja7566mx44y8wz8sdgzjcn,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-011c,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,2,130,0.1,65,9.0,
CRMYTH-546419-011d,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,8971,16.8,5,1,146,0.1,65,8.5,
CRMYTH-546419-011e,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,1581,0.1,5,1,146,0.1,65,8.5,
CRMYTH-546419-011f,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0120,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,18421,100.0,5,1,146,0.1,65,8.5,
CRMYTH-546419-0121,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,2.2,5,0.0,1,2,130,0.1,65,9.0,0.7333333333333334
CRMYTH-546419-0122,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,1.1,4371,5.0,7,1,154,0.1,65,8.5,1.1
CRMYTH-546419-0123,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0124,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0125,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0126,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0127,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,3276,20.5,4,1,142,0.1,65,8.5,
CRMYTH-546419-0128,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0129,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,25,0.0,1,3,130,0.1,65,9.0,
CRMYTH-546419-012a,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-012b,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1fmgf4g9uq0l6jd3g8fdszesx0sq9yqc8h76kmssj3putapj5242qh9jjcj,,,,679,0.2,4,1,142,0.1,65,8.5,
CRMYTH-546419-012c,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-012d,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-012e,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,69,2.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-012f,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,EGLD,0.9,186,0.9,1,1,130,0.1,65,8.5,0.9
CRMYTH-546419-0130,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0131,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0132,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0133,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd164emu498vllsr2h8f6t52sfc5sds0h58u9ece67zcvnywqnet2qqh3wzvh,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0134,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0135,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0136,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0137,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0138,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-0139,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-013a,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
CRMYTH-546419-013b,CRMYTH-546419,Dragonbreath,https://media.elrond.com/nfts/asset/bafybeicqb2biuys7hxhdylxr2zi5zpttaaycaumqu3gahhgt4s7tbxvj7y/Dragonbreath.png,https://media.elrond.com/nfts/thumbnail/CRMYTH-546419-9c167a03,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0,0.0,1,1,130,0.1,65,8.5,
