CategoryID,MissionID,MissionTypeID,Target,TargetReachType,SortIndex,ParentMissionID,RewardPoolID,ResChType,ResChRaceID,ResChNFTOnly,ResWpType,ResWpClass,ResWpCollectionID,ResGameModeID,ResEventType
Ch1_Mastery,Mastery_FREE_Character1_5_1,ingame_win_match,30,sum,0,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_5_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,1,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_5_3,ingame_defeat_enemies,500,sum,2,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_6_1,ingame_shield_regenerate,120000,sum,0,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_6_2,ingame_finish_in_top_3,50,sum,1,,,,Tiger,,,,,128.0,
Ch1_Mastery,Mastery_FREE_Character1_6_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,35,sum,2,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_7_1,meta_character_talent_reach_level,7,sum,0,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_7_2,ingame_deal_damage,9000000,sum,1,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_7_3,ingame_heal,200000,sum,2,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_8_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,40,sum,0,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_8_2,ingame_win_match,65,sum,1,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_8_3,meta_character_talent_learn,60,sum,2,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_9_1,ingame_play_match,150,sum,0,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_9_2,meta_character_talent_reach_level,10,sum,1,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_9_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,100,sum,2,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_10_1,ingame_mvp,50,sum,0,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_10_2,ingame_gain_teamkills,35,sum,1,,,,Tiger,,,,,,
Ch1_Mastery,Mastery_FREE_Character1_10_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,120,sum,2,,,,Tiger,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_0_1,ingame_win_match,10,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_1_1,ingame_defeat_enemies,100,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_1_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,20,sum,1,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_1_3,ingame_heal,28000,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_2_1,ingame_play_match,30,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_2_2,ingame_rumble_collect_stars,75,sum,1,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_2_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,25,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_3_1,ingame_play_match,30,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_3_2,ingame_rumble_collect_stars,75,sum,1,,,,Bear,,,,,128.0,
Ch2_Mastery,Mastery_FREE_Character2_3_3,ingame_win_match,50,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_4_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_4_2,ingame_play_match,50,sum,1,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_4_3,meta_character_talent_learn,20,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_5_1,ingame_win_match,30,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_5_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,1,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_5_3,ingame_defeat_enemies,500,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_6_1,ingame_shield_regenerate,120000,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_6_2,ingame_finish_in_top_3,50,sum,1,,,,Bear,,,,,128.0,
Ch2_Mastery,Mastery_FREE_Character2_6_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,35,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_7_1,meta_character_talent_reach_level,7,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_7_2,ingame_deal_damage,9000000,sum,1,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_7_3,ingame_heal,200000,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_8_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,40,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_8_2,ingame_win_match,65,sum,1,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_8_3,meta_character_talent_learn,60,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_9_1,ingame_play_match,150,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_9_2,meta_character_talent_reach_level,10,sum,1,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_9_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,100,sum,2,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_10_1,ingame_mvp,50,sum,0,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_10_2,ingame_gain_teamkills,35,sum,1,,,,Bear,,,,,,
Ch2_Mastery,Mastery_FREE_Character2_10_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,120,sum,2,,,,Bear,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_0_1,ingame_win_match,10,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_1_1,ingame_defeat_enemies,100,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_1_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,20,sum,1,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_1_3,ingame_heal,28000,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_2_1,ingame_play_match,30,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_2_2,ingame_rumble_collect_stars,75,sum,1,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_2_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,25,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_3_1,ingame_play_match,30,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_3_2,ingame_rumble_collect_stars,75,sum,1,,,,Cat,,,,,128.0,
Ch3_Mastery,Mastery_FREE_Character3_3_3,ingame_win_match,50,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_4_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_4_2,ingame_play_match,50,sum,1,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_4_3,meta_character_talent_learn,20,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_5_1,ingame_win_match,30,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_5_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,1,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_5_3,ingame_defeat_enemies,500,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_6_1,ingame_shield_regenerate,120000,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_6_2,ingame_finish_in_top_3,50,sum,1,,,,Cat,,,,,128.0,
Ch3_Mastery,Mastery_FREE_Character3_6_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,35,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_7_1,meta_character_talent_reach_level,7,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_7_2,ingame_deal_damage,9000000,sum,1,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_7_3,ingame_heal,200000,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_8_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,40,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_8_2,ingame_win_match,65,sum,1,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_8_3,meta_character_talent_learn,60,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_9_1,ingame_play_match,150,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_9_2,meta_character_talent_reach_level,10,sum,1,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_9_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,100,sum,2,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_10_1,ingame_mvp,50,sum,0,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_10_2,ingame_gain_teamkills,35,sum,1,,,,Cat,,,,,,
Ch3_Mastery,Mastery_FREE_Character3_10_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,120,sum,2,,,,Cat,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_0_1,ingame_win_match,10,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_1_1,ingame_defeat_enemies,100,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_1_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,20,sum,1,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_1_3,ingame_heal,28000,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_2_1,ingame_play_match,30,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_2_2,ingame_rumble_collect_stars,75,sum,1,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_2_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,25,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_3_1,ingame_play_match,30,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_3_2,ingame_rumble_collect_stars,75,sum,1,,,,Croco,,,,,128.0,
Ch4_Mastery,Mastery_FREE_Character4_3_3,ingame_win_match,50,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_4_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_4_2,ingame_play_match,50,sum,1,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_4_3,meta_character_talent_learn,20,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_5_1,ingame_win_match,30,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_5_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,1,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_5_3,ingame_defeat_enemies,500,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_6_1,ingame_shield_regenerate,120000,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_6_2,ingame_finish_in_top_3,50,sum,1,,,,Croco,,,,,128.0,
Ch4_Mastery,Mastery_FREE_Character4_6_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,35,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_7_1,meta_character_talent_reach_level,7,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_7_2,ingame_deal_damage,9000000,sum,1,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_7_3,ingame_heal,200000,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_8_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,40,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_8_2,ingame_win_match,65,sum,1,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_8_3,meta_character_talent_learn,60,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_9_1,ingame_play_match,150,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_9_2,meta_character_talent_reach_level,10,sum,1,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_9_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,100,sum,2,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_10_1,ingame_mvp,50,sum,0,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_10_2,ingame_gain_teamkills,35,sum,1,,,,Croco,,,,,,
Ch4_Mastery,Mastery_FREE_Character4_10_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,120,sum,2,,,,Croco,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_0_1,ingame_win_match,10,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_1_1,ingame_defeat_enemies,100,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_1_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,20,sum,1,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_1_3,ingame_heal,28000,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_2_1,ingame_play_match,30,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_2_2,ingame_rumble_collect_stars,75,sum,1,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_2_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,25,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_3_1,ingame_play_match,30,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_3_2,ingame_rumble_collect_stars,75,sum,1,,,,Rabbit,,,,,128.0,
Ch5_Mastery,Mastery_FREE_Character5_3_3,ingame_win_match,50,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_4_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_4_2,ingame_play_match,50,sum,1,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_4_3,meta_character_talent_learn,20,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_5_1,ingame_win_match,30,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_5_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,1,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_5_3,ingame_defeat_enemies,500,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_6_1,ingame_shield_regenerate,120000,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_6_2,ingame_finish_in_top_3,50,sum,1,,,,Rabbit,,,,,128.0,
Ch5_Mastery,Mastery_FREE_Character5_6_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,35,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_7_1,meta_character_talent_reach_level,7,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_7_2,ingame_deal_damage,9000000,sum,1,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_7_3,ingame_heal,200000,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_8_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,40,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_8_2,ingame_win_match,65,sum,1,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_8_3,meta_character_talent_learn,60,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_9_1,ingame_play_match,150,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_9_2,meta_character_talent_reach_level,10,sum,1,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_9_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,100,sum,2,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_10_1,ingame_mvp,50,sum,0,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_10_2,ingame_gain_teamkills,35,sum,1,,,,Rabbit,,,,,,
Ch5_Mastery,Mastery_FREE_Character5_10_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,120,sum,2,,,,Rabbit,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_0_1,ingame_win_match,10,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_1_1,ingame_defeat_enemies,100,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_1_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,20,sum,1,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_1_3,ingame_heal,28000,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_2_1,ingame_play_match,30,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_2_2,ingame_rumble_collect_stars,75,sum,1,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_2_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,25,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_3_1,ingame_play_match,30,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_3_2,ingame_rumble_collect_stars,75,sum,1,,,,Ape,,,,,128.0,
Ch6_Mastery,Mastery_FREE_Character6_3_3,ingame_win_match,50,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_4_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_4_2,ingame_play_match,50,sum,1,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_4_3,meta_character_talent_learn,20,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_5_1,ingame_win_match,30,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_5_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,1,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_5_3,ingame_defeat_enemies,500,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_6_1,ingame_shield_regenerate,120000,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_6_2,ingame_finish_in_top_3,50,sum,1,,,,Ape,,,,,128.0,
Ch6_Mastery,Mastery_FREE_Character6_6_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,35,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_7_1,meta_character_talent_reach_level,7,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_7_2,ingame_deal_damage,9000000,sum,1,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_7_3,ingame_heal,200000,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_8_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,40,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_8_2,ingame_win_match,65,sum,1,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_8_3,meta_character_talent_learn,60,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_9_1,ingame_play_match,150,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_9_2,meta_character_talent_reach_level,10,sum,1,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_9_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,100,sum,2,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_10_1,ingame_mvp,50,sum,0,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_10_2,ingame_gain_teamkills,35,sum,1,,,,Ape,,,,,,
Ch6_Mastery,Mastery_FREE_Character6_10_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,120,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_0_1,ingame_win_match,10,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_1_1,ingame_defeat_enemies,100,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_1_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,20,sum,1,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_1_3,ingame_heal,28000,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_2_1,ingame_play_match,30,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_2_2,ingame_rumble_collect_stars,75,sum,1,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_2_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,25,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_3_1,ingame_play_match,30,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_3_2,ingame_rumble_collect_stars,75,sum,1,,,,Ape,,,,,128.0,
Ape_Mastery,Mastery_NFT_Ape_Bronze_3_3,ingame_win_match,50,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_4_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_4_2,ingame_play_match,50,sum,1,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_4_3,meta_character_talent_learn,20,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_5_1,ingame_win_match,30,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_5_2,ingame_kill_with_ultimate_FreeCharacter1_Skill,30,sum,1,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_5_3,ingame_defeat_enemies,500,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_6_1,ingame_shield_regenerate,120000,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_6_2,ingame_finish_in_top_3,50,sum,1,,,,Ape,,,,,128.0,
Ape_Mastery,Mastery_NFT_Ape_Bronze_6_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,35,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_7_1,meta_character_talent_reach_level,7,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_7_2,ingame_deal_damage,9000000,sum,1,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_7_3,ingame_heal,200000,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_8_1,ingame_kill_with_ultimate_FreeCharacter1_Skill,40,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_8_2,ingame_win_match,65,sum,1,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_8_3,meta_character_talent_learn,60,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_9_1,ingame_play_match,150,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_9_2,meta_character_talent_reach_level,10,sum,1,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_9_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,100,sum,2,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_10_1,ingame_mvp,50,sum,0,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_10_2,ingame_gain_teamkills,35,sum,1,,,,Ape,,,,,,
Ape_Mastery,Mastery_NFT_Ape_Bronze_10_3,ingame_kill_with_ultimate_FreeCharacter1_Skill,120,sum,2,,,,Ape,,,,,,
NewUserMissionEvent,NewUserMissionEvent_1,ingame_win_match,1,sum,1,,NewUserMissionEvent_1,,,,,,,,
