ID,RNGMethod,RewardType,RewardID,AmountMin,AmountMax,Chance
shop_offer_unlockAllWeapons,roll_each,weapon,WeaponType_Shotgun_Default_Star3,1,1,100.0
shop_offer_unlockAllWeapons,roll_each,weapon,WeaponType_AssaultGun_Default_Star3,1,1,100.0
shop_offer_unlockAllWeapons,roll_each,weapon,WeaponType_TeslaGun_Default_Star3,1,1,100.0
shop_offer_unlockAllWeapons,roll_each,weapon,WeaponType_MortarGun_Default_Star3,1,1,100.0
shop_offer_unlockAllWeapons,roll_each,weapon,WeaponType_RailGun_Default_Star3,1,1,100.0
shop_offer_Dragonbreath_2stars,roll_each,weapon,WeaponType_Flamer_Mythical_Star2,1,1,100.0
shop_offer_dragonNewYear_mythicalCoin,roll_each,item,WeaponBoxNFTMythicalKey,1,1,100.0
shop_offer_mythicalCoin_sale2,roll_each,item,WeaponBoxNFTMythicalKey,1,1,100.0
shop_offer_dragonBreath_4star,roll_each,weapon,WeaponType_Flamer_Mythical_Star4,1,1,100.0
shop_offer_skyBreaker_2star,roll_each,weapon,WeaponType_Hammer_Mythical_Star2,1,1,100.0
shop_offer_hellfire_2star,roll_each,weapon,WeaponType_RocketLauncher_Mythical_Star2,1,1,100.0
shop_offer_egg_sale_shark,roll_each,item,NFTEgg_Shark,1,1,100.0
shop_offer_freeCharacter7,roll_each,character,FREE_Character7,1,1,100.0
shop_offer_freeCharacter8,roll_each,character,FREE_Character8,1,1,100.0
gadget01_craft,roll_each,item,Gadget01,3,3,100.0
gadget02_craft,roll_each,item,Gadget02,3,3,100.0
gadget03_craft,roll_each,item,Gadget03,3,3,100.0
gadget04_craft,roll_each,item,Gadget04,3,3,100.0
gadget05_craft,roll_each,item,Gadget05,3,3,100.0
gadget06_craft,roll_each,item,Gadget06,3,3,100.0
weapon_pool_common,choose_one,weapon,WeaponType_Shotgun_Default_Star1,1,1,100.0
weapon_pool_common,choose_one,weapon,WeaponType_AssaultGun_Default_Star1,1,1,100.0
weapon_pool_common,choose_one,weapon,WeaponType_TeslaGun_Default_Star1,1,1,100.0
weapon_pool_common,choose_one,weapon,WeaponType_MortarGun_Default_Star1,1,1,100.0
weapon_pool_common,choose_one,weapon,WeaponType_RailGun_Default_Star1,1,1,100.0
weapon_pool_uncommon,choose_one,weapon,WeaponType_Shotgun_Default_Star2,1,1,100.0
weapon_pool_uncommon,choose_one,weapon,WeaponType_AssaultGun_Default_Star2,1,1,100.0
weapon_pool_uncommon,choose_one,weapon,WeaponType_TeslaGun_Default_Star2,1,1,100.0
weapon_pool_uncommon,choose_one,weapon,WeaponType_MortarGun_Default_Star2,1,1,100.0
weapon_pool_uncommon,choose_one,weapon,WeaponType_RailGun_Default_Star2,1,1,100.0
weapon_pool_rare,choose_one,weapon,WeaponType_Shotgun_Default_Star3,1,1,100.0
weapon_pool_rare,choose_one,weapon,WeaponType_AssaultGun_Default_Star3,1,1,100.0
weapon_pool_rare,choose_one,weapon,WeaponType_TeslaGun_Default_Star3,1,1,100.0
weapon_pool_rare,choose_one,weapon,WeaponType_MortarGun_Default_Star3,1,1,100.0
weapon_pool_rare,choose_one,weapon,WeaponType_RailGun_Default_Star3,1,1,100.0
weapon_pool_epic,choose_one,weapon,WeaponType_Shotgun_Default_Star4,1,1,100.0
weapon_pool_epic,choose_one,weapon,WeaponType_AssaultGun_Default_Star4,1,1,100.0
weapon_pool_epic,choose_one,weapon,WeaponType_TeslaGun_Default_Star4,1,1,100.0
weapon_pool_epic,choose_one,weapon,WeaponType_MortarGun_Default_Star4,1,1,100.0
weapon_pool_epic,choose_one,weapon,WeaponType_RailGun_Default_Star4,1,1,100.0
weapon_box,choose_one,pool,weapon_pool_common,1,1,70.0
weapon_box,choose_one,pool,weapon_pool_uncommon,1,1,30.0
weapon_box_epic,choose_one,pool,weapon_pool_uncommon,1,1,35.0
weapon_box_epic,choose_one,pool,weapon_pool_rare,1,1,55.0
weapon_box_epic,choose_one,pool,weapon_pool_epic,1,1,10.0
weapon_box_epic_guarantee,choose_one,pool,weapon_pool_epic,1,1,100.0
weapon_box_class_auto,choose_one,weapon,WeaponType_AssaultGun_Default_Star1,1,1,35.0
weapon_box_class_auto,choose_one,weapon,WeaponType_AssaultGun_Default_Star2,1,1,45.0
weapon_box_class_auto,choose_one,weapon,WeaponType_AssaultGun_Default_Star3,1,1,19.0
weapon_box_class_auto,choose_one,weapon,WeaponType_AssaultGun_Default_Star4,1,1,1.0
weapon_box_class_spread,choose_one,weapon,WeaponType_Shotgun_Default_Star1,1,1,35.0
weapon_box_class_spread,choose_one,weapon,WeaponType_Shotgun_Default_Star2,1,1,45.0
weapon_box_class_spread,choose_one,weapon,WeaponType_Shotgun_Default_Star3,1,1,19.0
weapon_box_class_spread,choose_one,weapon,WeaponType_Shotgun_Default_Star4,1,1,1.0
weapon_box_class_prec,choose_one,weapon,WeaponType_RailGun_Default_Star1,1,1,35.0
weapon_box_class_prec,choose_one,weapon,WeaponType_RailGun_Default_Star2,1,1,45.0
weapon_box_class_prec,choose_one,weapon,WeaponType_RailGun_Default_Star3,1,1,19.0
weapon_box_class_prec,choose_one,weapon,WeaponType_RailGun_Default_Star4,1,1,1.0
weapon_box_class_expl,choose_one,weapon,WeaponType_MortarGun_Default_Star1,1,1,35.0
weapon_box_class_expl,choose_one,weapon,WeaponType_MortarGun_Default_Star2,1,1,45.0
weapon_box_class_expl,choose_one,weapon,WeaponType_MortarGun_Default_Star3,1,1,19.0
weapon_box_class_expl,choose_one,weapon,WeaponType_MortarGun_Default_Star4,1,1,1.0
weapon_box_class_elem,choose_one,weapon,WeaponType_TeslaGun_Default_Star1,1,1,35.0
weapon_box_class_elem,choose_one,weapon,WeaponType_TeslaGun_Default_Star2,1,1,45.0
weapon_box_class_elem,choose_one,weapon,WeaponType_TeslaGun_Default_Star3,1,1,19.0
weapon_box_class_elem,choose_one,weapon,WeaponType_TeslaGun_Default_Star4,1,1,1.0
weapon_pool_arsenalx_star1,choose_one,weapon,WeaponType_Shotgun_Arsenal-X_Star1,1,1,100.0
weapon_pool_arsenalx_star1,choose_one,weapon,WeaponType_AssaultGun_Arsenal-X_Star1,1,1,100.0
weapon_pool_arsenalx_star1,choose_one,weapon,WeaponType_TeslaGun_Arsenal-X_Star1,1,1,100.0
weapon_pool_arsenalx_star1,choose_one,weapon,WeaponType_MortarGun_Arsenal-X_Star1,1,1,100.0
weapon_pool_arsenalx_star1,choose_one,weapon,WeaponType_RailGun_Arsenal-X_Star1,1,1,100.0
weapon_pool_arsenalx_star2,choose_one,weapon,WeaponType_Shotgun_Arsenal-X_Star2,1,1,100.0
weapon_pool_arsenalx_star2,choose_one,weapon,WeaponType_AssaultGun_Arsenal-X_Star2,1,1,100.0
weapon_pool_arsenalx_star2,choose_one,weapon,WeaponType_TeslaGun_Arsenal-X_Star2,1,1,100.0
weapon_pool_arsenalx_star2,choose_one,weapon,WeaponType_MortarGun_Arsenal-X_Star2,1,1,100.0
weapon_pool_arsenalx_star2,choose_one,weapon,WeaponType_RailGun_Arsenal-X_Star2,1,1,100.0
weapon_pool_arsenalx_star3,choose_one,weapon,WeaponType_Shotgun_Arsenal-X_Star3,1,1,100.0
weapon_pool_arsenalx_star3,choose_one,weapon,WeaponType_AssaultGun_Arsenal-X_Star3,1,1,100.0
weapon_pool_arsenalx_star3,choose_one,weapon,WeaponType_TeslaGun_Arsenal-X_Star3,1,1,100.0
weapon_pool_arsenalx_star3,choose_one,weapon,WeaponType_MortarGun_Arsenal-X_Star3,1,1,100.0
weapon_pool_arsenalx_star3,choose_one,weapon,WeaponType_RailGun_Arsenal-X_Star3,1,1,100.0
weapon_pool_arsenalx_star4,choose_one,weapon,WeaponType_Shotgun_Arsenal-X_Star4,1,1,100.0
weapon_pool_arsenalx_star4,choose_one,weapon,WeaponType_AssaultGun_Arsenal-X_Star4,1,1,100.0
weapon_pool_arsenalx_star4,choose_one,weapon,WeaponType_TeslaGun_Arsenal-X_Star4,1,1,100.0
weapon_pool_arsenalx_star4,choose_one,weapon,WeaponType_MortarGun_Arsenal-X_Star4,1,1,100.0
weapon_pool_arsenalx_star4,choose_one,weapon,WeaponType_RailGun_Arsenal-X_Star4,1,1,100.0
weapon_pool_arsenalx_star5,choose_one,weapon,WeaponType_Shotgun_Arsenal-X_Star5,1,1,100.0
weapon_pool_arsenalx_star5,choose_one,weapon,WeaponType_AssaultGun_Arsenal-X_Star5,1,1,100.0
weapon_pool_arsenalx_star5,choose_one,weapon,WeaponType_TeslaGun_Arsenal-X_Star5,1,1,100.0
weapon_pool_arsenalx_star5,choose_one,weapon,WeaponType_MortarGun_Arsenal-X_Star5,1,1,100.0
weapon_pool_arsenalx_star5,choose_one,weapon,WeaponType_RailGun_Arsenal-X_Star5,1,1,100.0
weapon_box_NFT_ArsenalX,choose_one,pool,weapon_pool_arsenalx_star1,1,1,25.0
weapon_box_NFT_ArsenalX,choose_one,pool,weapon_pool_arsenalx_star2,1,1,45.0
weapon_box_NFT_ArsenalX,choose_one,pool,weapon_pool_arsenalx_star3,1,1,25.0
weapon_box_NFT_ArsenalX,choose_one,pool,weapon_pool_arsenalx_star4,1,1,4.9
weapon_box_NFT_ArsenalX,choose_one,pool,weapon_pool_arsenalx_star5,1,1,0.1
weapon_box_NFT_ArsenalX_guarantee,choose_one,pool,weapon_pool_arsenalx_star4,1,1,100.0
weapon_pool_mythical_star1,choose_one,weapon,WeaponType_Flamer_Mythical_Star1,1,1,100.0
weapon_pool_mythical_star1,choose_one,weapon,WeaponType_Hammer_Mythical_Star1,1,1,100.0
weapon_pool_mythical_star2,choose_one,weapon,WeaponType_Flamer_Mythical_Star2,1,1,100.0
weapon_pool_mythical_star2,choose_one,weapon,WeaponType_Hammer_Mythical_Star2,1,1,100.0
weapon_pool_mythical_star3,choose_one,weapon,WeaponType_Flamer_Mythical_Star3,1,1,100.0
weapon_pool_mythical_star3,choose_one,weapon,WeaponType_Hammer_Mythical_Star3,1,1,100.0
weapon_pool_mythical_star4,choose_one,weapon,WeaponType_Flamer_Mythical_Star4,1,1,100.0
weapon_pool_mythical_star4,choose_one,weapon,WeaponType_Hammer_Mythical_Star4,1,1,100.0
weapon_pool_mythical_star5,choose_one,weapon,WeaponType_Flamer_Mythical_Star5,1,1,100.0
weapon_pool_mythical_star5,choose_one,weapon,WeaponType_Hammer_Mythical_Star5,1,1,100.0
weapon_box_NFT_Mythical,choose_one,pool,weapon_pool_mythical_star1,1,1,25.0
weapon_box_NFT_Mythical,choose_one,pool,weapon_pool_mythical_star2,1,1,50.0
weapon_box_NFT_Mythical,choose_one,pool,weapon_pool_mythical_star3,1,1,25.0
weapon_box_NFT_Mythical_guarantee,choose_one,pool,weapon_pool_mythical_star3,1,1,100.0
weapon_pool_mythical_test2_star1,choose_one,weapon,WeaponType_Flamer_Mythical_Star1,1,1,100.0
weapon_pool_mythical_test2_star1,choose_one,weapon,WeaponType_Hammer_Mythical_Star1,1,1,100.0
weapon_pool_mythical_test2_star1,choose_one,weapon,WeaponType_RocketLauncher_Mythical_Star1,1,1,100.0
weapon_pool_mythical_test2_star1,choose_one,weapon,WeaponType_Minigun_Mythical_Star1,1,1,100.0
weapon_pool_mythical_test2_star1,choose_one,weapon,WeaponType_Spreadgun_Mythical_Star1,1,1,100.0
weapon_pool_mythical_test2_star1,choose_one,weapon,WeaponType_Crossbow_Mythical_Star1,1,1,100.0
weapon_pool_mythical_test2_star2,choose_one,weapon,WeaponType_RocketLauncher_Mythical_Star2,1,1,100.0
weapon_pool_mythical_test2_star2,choose_one,weapon,WeaponType_Hammer_Mythical_Star2,1,1,100.0
weapon_pool_mythical_test2_star2,choose_one,weapon,WeaponType_RocketLauncher_Mythical_Star2,1,1,100.0
weapon_pool_mythical_test2_star2,choose_one,weapon,WeaponType_Minigun_Mythical_Star2,1,1,100.0
weapon_pool_mythical_test2_star2,choose_one,weapon,WeaponType_Spreadgun_Mythical_Star2,1,1,100.0
weapon_pool_mythical_test2_star2,choose_one,weapon,WeaponType_Crossbow_Mythical_Star2,1,1,100.0
weapon_pool_mythical_test2_star3,choose_one,weapon,WeaponType_RocketLauncher_Mythical_Star3,1,1,100.0
weapon_pool_mythical_test2_star3,choose_one,weapon,WeaponType_Hammer_Mythical_Star3,1,1,100.0
weapon_pool_mythical_test2_star3,choose_one,weapon,WeaponType_RocketLauncher_Mythical_Star3,1,1,100.0
