SetupID,StatType,StatValue
tdm_01_1,event_gamemode_victoryDescID,event_tdm_victoryDesc
tdm_01_1,event_gamemode_rewardItemID_1,BattlePassToken
tdm_01_1,event_gamemode_rewardItemID_2,WeaponXP
tdm_01_1,event_gamemode_rewardItemID_3,CantinaBox
tdm_01_2_shards,event_gamemode_ui_isCardBig,TRUE
tdm_01_2_shards,event_gamemode_gamemodeID,2
tdm_01_2_shards,event_gamemode_playercount,6
tdm_01_2_shards,event_gamemode_minRealPlayers,1
tdm_01_2_shards,event_gamemode_maxRealPlayers,6
tdm_01_2_shards,event_gamemode_scorelimit,15
tdm_01_2_shards,event_gamemode_timelimit,180
tdm_01_2_shards,event_gamemode_isTeamMode,TRUE
tdm_01_2_shards,event_gamemode_teamsCount,2
tdm_01_2_shards,event_gamemode_realPlayersTeamsCount,2
tdm_01_2_shards,event_gamemode_useMmrFiltering,TRUE
tdm_01_2_shards,event_gamemode_useEvenPlayerCount,FALSE
tdm_01_2_shards,event_gamemode_lobbyWaitTimeout,30
tdm_01_2_shards,event_gamemode_respawnDuration,5
tdm_01_2_shards,event_gamemode_introDuration,9
tdm_01_2_shards,event_gamemode_countdownDuration,3
tdm_01_2_shards,event_gamemode_map,map_TheQuarry
tdm_01_2_shards,event_gamemode_newEventRewardID,newGameModeEventReward_1
tdm_01_2_shards,event_gamemode_victoryDescID,event_tdm_victoryDesc
tdm_01_2_shards,event_gamemode_rewardItemID_1,BattlePassToken
tdm_01_2_shards,event_gamemode_rewardItemID_2,WeaponXP
tdm_01_2_shards,event_gamemode_rewardItemID_3,CantinaBox
tdm_01_2_shards,event_gamemode_shardEvent,TRUE
tdm_01_2_shards,event_gamemode_shardEventItemID,Shards
tdm_01_2_shards,event_gamemode_shardEventMaxShards,5000
tdm_01_2_shards,event_gamemode_shardEventShardsForWin,500
tdm_01_2_shards,event_gamemode_shardEventShardsForLose,100
tdm_01_2_shards,event_gamemode_shardEventShardsForDraw,100
tdm_01_3_evotoken,event_gamemode_ui_isCardBig,TRUE
tdm_01_3_evotoken,event_gamemode_gamemodeID,2
tdm_01_3_evotoken,event_gamemode_playercount,6
tdm_01_3_evotoken,event_gamemode_minRealPlayers,1
tdm_01_3_evotoken,event_gamemode_maxRealPlayers,6
tdm_01_3_evotoken,event_gamemode_scorelimit,15
tdm_01_3_evotoken,event_gamemode_timelimit,180
tdm_01_3_evotoken,event_gamemode_isTeamMode,TRUE
tdm_01_3_evotoken,event_gamemode_teamsCount,2
tdm_01_3_evotoken,event_gamemode_realPlayersTeamsCount,2
tdm_01_3_evotoken,event_gamemode_useMmrFiltering,TRUE
tdm_01_3_evotoken,event_gamemode_useEvenPlayerCount,FALSE
tdm_01_3_evotoken,event_gamemode_lobbyWaitTimeout,30
tdm_01_3_evotoken,event_gamemode_respawnDuration,5
tdm_01_3_evotoken,event_gamemode_introDuration,9
tdm_01_3_evotoken,event_gamemode_countdownDuration,3
tdm_01_3_evotoken,event_gamemode_map,map_DustValley
tdm_01_3_evotoken,event_gamemode_newEventRewardID,newGameModeEventReward_1
tdm_01_3_evotoken,event_gamemode_victoryDescID,event_tdm_victoryDesc
tdm_01_3_evotoken,event_gamemode_rewardItemID_1,BattlePassToken
tdm_01_3_evotoken,event_gamemode_rewardItemID_2,WeaponXP
tdm_01_3_evotoken,event_gamemode_rewardItemID_3,CantinaBox
tdm_01_3_evotoken,event_gamemode_shardEvent,TRUE
tdm_01_3_evotoken,event_gamemode_shardEventItemID,CareerPoints
tdm_01_3_evotoken,event_gamemode_shardEventMaxShards,5
tdm_01_3_evotoken,event_gamemode_shardEventShardsForWin,1
tdm_01_3_evotoken,event_gamemode_shardEventShardsForLose,0
tdm_01_3_evotoken,event_gamemode_shardEventShardsForDraw,0
coop_01,event_gamemode_gamemodeID,8
coop_01,event_gamemode_playercount,6
coop_01,event_gamemode_minRealPlayers,1
coop_01,event_gamemode_maxRealPlayers,3
coop_01,event_gamemode_scorelimit,15
coop_01,event_gamemode_timelimit,180
coop_01,event_gamemode_isTeamMode,TRUE
coop_01,event_gamemode_teamsCount,2
coop_01,event_gamemode_realPlayersTeamsCount,1
coop_01,event_gamemode_useMmrFiltering,TRUE
coop_01,event_gamemode_useEvenPlayerCount,FALSE
coop_01,event_gamemode_lobbyWaitTimeout,10
coop_01,event_gamemode_respawnDuration,5
coop_01,event_gamemode_introDuration,9
coop_01,event_gamemode_countdownDuration,3
coop_01,event_gamemode_newEventRewardID,newGameModeEventReward_1
coop_01,event_gamemode_victoryDescID,event_coopAI_victoryDesc
coop_01,event_gamemode_map,map_TheQuarry
ffa_01,event_gamemode_gamemodeID,4
ffa_01,event_gamemode_playercount,4
ffa_01,event_gamemode_minRealPlayers,1
ffa_01,event_gamemode_maxRealPlayers,4
ffa_01,event_gamemode_scorelimit,15
ffa_01,event_gamemode_timelimit,180
ffa_01,event_gamemode_isTeamMode,FALSE
ffa_01,event_gamemode_teamsCount,0
ffa_01,event_gamemode_realPlayersTeamsCount,0
ffa_01,event_gamemode_useMmrFiltering,TRUE
ffa_01,event_gamemode_useEvenPlayerCount,FALSE
ffa_01,event_gamemode_lobbyWaitTimeout,10
ffa_01,event_gamemode_respawnDuration,5
ffa_01,event_gamemode_introDuration,9
ffa_01,event_gamemode_countdownDuration,3
ffa_01,event_gamemode_newEventRewardID,newGameModeEventReward_1
ffa_01,event_gamemode_victoryDescID,event_ffa_victoryDesc
ffa_01,event_gamemode_rewardItemID_1,BattlePassToken
ffa_01,event_gamemode_rewardItemID_2,WeaponXP
ffa_01,event_gamemode_rewardItemID_3,CantinaBox
ffa_01,event_gamemode_map,map_TheQuarry
hs_01_1,event_gamemode_ui_isCardBig,TRUE
hs_01_1,event_gamemode_gamemodeID,16
hs_01_1,event_gamemode_playercount,6
hs_01_1,event_gamemode_minRealPlayers,1
hs_01_1,event_gamemode_maxRealPlayers,6
hs_01_1,event_gamemode_scorelimit,30
hs_01_1,event_gamemode_timelimit,180
hs_01_1,event_gamemode_isTeamMode,TRUE
hs_01_1,event_gamemode_teamsCount,2
hs_01_1,event_gamemode_realPlayersTeamsCount,2
hs_01_1,event_gamemode_useMmrFiltering,TRUE
hs_01_1,event_gamemode_useEvenPlayerCount,FALSE
hs_01_1,event_gamemode_lobbyWaitTimeout,30
hs_01_1,event_gamemode_respawnDuration,5
hs_01_1,event_gamemode_introDuration,9
hs_01_1,event_gamemode_countdownDuration,3
hs_01_1,event_gamemode_newEventRewardID,newGameModeEventReward_1
hs_01_1,event_gamemode_newEventDurationInHours,7
hs_01_1,event_gamemode_victoryDescID,event_killstreak_victoryDesc
hs_01_1,event_gamemode_map,map_ChaosCanyon
hs_01_1,event_gamemode_rewardItemID_1,BattlePassToken
hs_01_1,event_gamemode_rewardItemID_2,WeaponXP
hs_01_1,event_gamemode_rewardItemID_3,CantinaBox
hs_01_2_credits,event_gamemode_ui_isCardBig,TRUE
hs_01_2_credits,event_gamemode_gamemodeID,16
hs_01_2_credits,event_gamemode_playercount,6
hs_01_2_credits,event_gamemode_minRealPlayers,1
hs_01_2_credits,event_gamemode_maxRealPlayers,6
hs_01_2_credits,event_gamemode_scorelimit,30
hs_01_2_credits,event_gamemode_timelimit,180
hs_01_2_credits,event_gamemode_isTeamMode,TRUE
hs_01_2_credits,event_gamemode_teamsCount,2
hs_01_2_credits,event_gamemode_realPlayersTeamsCount,2
hs_01_2_credits,event_gamemode_useMmrFiltering,TRUE
hs_01_2_credits,event_gamemode_useEvenPlayerCount,FALSE
hs_01_2_credits,event_gamemode_lobbyWaitTimeout,30
hs_01_2_credits,event_gamemode_respawnDuration,5
hs_01_2_credits,event_gamemode_introDuration,9
hs_01_2_credits,event_gamemode_countdownDuration,3
hs_01_2_credits,event_gamemode_newEventRewardID,newGameModeEventReward_1
hs_01_2_credits,event_gamemode_newEventDurationInHours,7
hs_01_2_credits,event_gamemode_victoryDescID,event_killstreak_victoryDesc
hs_01_2_credits,event_gamemode_map,map_ChaosCanyon
hs_01_2_credits,event_gamemode_rewardItemID_1,BattlePassToken
hs_01_2_credits,event_gamemode_rewardItemID_2,WeaponXP
hs_01_2_credits,event_gamemode_rewardItemID_3,CantinaBox
hs_01_2_credits,event_gamemode_shardEvent,TRUE
hs_01_2_credits,event_gamemode_shardEventItemID,Credit
hs_01_2_credits,event_gamemode_shardEventMaxShards,50
hs_01_2_credits,event_gamemode_shardEventShardsForWin,10
hs_01_2_credits,event_gamemode_shardEventShardsForLose,0
hs_01_2_credits,event_gamemode_shardEventShardsForDraw,2
hs_01_2_shards,event_gamemode_ui_isCardBig,TRUE
hs_01_2_shards,event_gamemode_gamemodeID,16
hs_01_2_shards,event_gamemode_playercount,6
hs_01_2_shards,event_gamemode_minRealPlayers,1
hs_01_2_shards,event_gamemode_maxRealPlayers,6
hs_01_2_shards,event_gamemode_scorelimit,30
hs_01_2_shards,event_gamemode_timelimit,180
hs_01_2_shards,event_gamemode_isTeamMode,TRUE
hs_01_2_shards,event_gamemode_teamsCount,2
hs_01_2_shards,event_gamemode_realPlayersTeamsCount,2
hs_01_2_shards,event_gamemode_useMmrFiltering,TRUE
hs_01_2_shards,event_gamemode_useEvenPlayerCount,FALSE
hs_01_2_shards,event_gamemode_lobbyWaitTimeout,30
hs_01_2_shards,event_gamemode_respawnDuration,5
hs_01_2_shards,event_gamemode_introDuration,9
hs_01_2_shards,event_gamemode_countdownDuration,3
hs_01_2_shards,event_gamemode_newEventRewardID,newGameModeEventReward_1
hs_01_2_shards,event_gamemode_newEventDurationInHours,7
hs_01_2_shards,event_gamemode_victoryDescID,event_killstreak_victoryDesc
hs_01_2_shards,event_gamemode_map,map_ChaosCanyon
hs_01_2_shards,event_gamemode_rewardItemID_1,BattlePassToken
hs_01_2_shards,event_gamemode_rewardItemID_2,WeaponXP
hs_01_2_shards,event_gamemode_rewardItemID_3,CantinaBox
hs_01_2_shards,event_gamemode_shardEvent,TRUE
hs_01_2_shards,event_gamemode_shardEventItemID,Shards
hs_01_2_shards,event_gamemode_shardEventMaxShards,5000
hs_01_2_shards,event_gamemode_shardEventShardsForWin,500
hs_01_2_shards,event_gamemode_shardEventShardsForLose,100
hs_01_2_shards,event_gamemode_shardEventShardsForDraw,100
duel_01,event_gamemode_ui_isCardBig,FALSE
duel_01,event_gamemode_gamemodeID,2
duel_01,event_gamemode_playercount,2
duel_01,event_gamemode_minRealPlayers,1
duel_01,event_gamemode_maxRealPlayers,2
duel_01,event_gamemode_scorelimit,5
duel_01,event_gamemode_timelimit,180
duel_01,event_gamemode_isTeamMode,TRUE
duel_01,event_gamemode_teamsCount,2
duel_01,event_gamemode_realPlayersTeamsCount,2
duel_01,event_gamemode_useMmrFiltering,TRUE
duel_01,event_gamemode_useEvenPlayerCount,FALSE
duel_01,event_gamemode_lobbyWaitTimeout,30
duel_01,event_gamemode_respawnDuration,5
duel_01,event_gamemode_introDuration,9
duel_01,event_gamemode_countdownDuration,3
duel_01,event_gamemode_map,
duel_01,event_gamemode_newEventRewardID,newGameModeEventReward_1
duel_01,event_gamemode_newEventDurationInHours,7
duel_01,event_gamemode_victoryDescID,event_tdm_victoryDesc
duel_01,event_gamemode_map,map_ChaosCanyon
duel_01,event_gamemode_rewardItemID_1,BattlePassToken
duel_01,event_gamemode_rewardItemID_2,WeaponXP
duel_01,event_gamemode_rewardItemID_3,CantinaBox
duel_01,event_gamemode_shardEvent,TRUE
duel_01,event_gamemode_shardEventItemID,RaceToken_Universal
duel_01,event_gamemode_shardEventMaxShards,5
duel_01,event_gamemode_shardEventShardsForWin,1
duel_01,event_gamemode_shardEventShardsForLose,0
duel_01,event_gamemode_shardEventShardsForDraw,0
rumble_01,event_gamemode_ui_isCardBig,TRUE
rumble_01,event_gamemode_gamemodeID,128
rumble_01,event_gamemode_playercount,10
rumble_01,event_gamemode_minRealPlayers,1
rumble_01,event_gamemode_maxRealPlayers,10
rumble_01,event_gamemode_scorelimit,0
rumble_01,event_gamemode_timelimit,210
rumble_01,event_gamemode_isTeamMode,FALSE
rumble_01,event_gamemode_teamsCount,0
rumble_01,event_gamemode_realPlayersTeamsCount,0
rumble_01,event_gamemode_useMmrFiltering,FALSE
rumble_01,event_gamemode_useEvenPlayerCount,FALSE
rumble_01,event_gamemode_lobbyWaitTimeout,20
rumble_01,event_gamemode_respawnDuration,0
rumble_01,event_gamemode_introDuration,9
rumble_01,event_gamemode_countdownDuration,3
rumble_01,event_gamemode_map,map_WhiteFall
rumble_01,event_gamemode_newEventRewardID,newGameModeEventReward_1
rumble_01,event_gamemode_victoryDescID,event_rumble_victoryDesc
rumble_01,event_gamemode_rewardItemID_1,BattlePassToken
rumble_01,event_gamemode_rewardItemID_2,WeaponXP
rumble_01,event_gamemode_rewardItemID_3,EarnedCantinaBoxFragments
rumble_01,event_gamemode_rumble_circle_waitToShrinkTime,10
rumble_01,event_gamemode_rumble_circle_shrinkingDuration,170
rumble_01,event_gamemode_rumble_circle_damage_per_sec_percentage,0.25
rumble_01,event_gamemode_rumble_circle_shrinkingMinRadius,7
rumble_01,event_gamemode_rumble_circle_maxSize,65
rumble_01,event_gamemode_rumble_stars_dropped_after_kill,2
rumble_01,event_gamemode_rumble_stars_dropped_from_barrel,2
rumble_01,event_gamemode_rumble_stars_requiredToLevelup,3
rumble_01,event_gamemode_rumble_spawncount_stars,15
rumble_01,event_gamemode_rumble_spawncount_barrels,20
rumble_01,event_gamemode_rumble_spawncount_healthPickups,10
rumble_01,event_gamemode_rumble_barrel_healthMultiplier,1
rumble_02,event_gamemode_ui_isCardBig,TRUE
rumble_02,event_gamemode_gamemodeID,128
rumble_02,event_gamemode_playercount,10
rumble_02,event_gamemode_minRealPlayers,1
rumble_02,event_gamemode_maxRealPlayers,10
rumble_02,event_gamemode_scorelimit,0
rumble_02,event_gamemode_timelimit,210
rumble_02,event_gamemode_isTeamMode,FALSE
rumble_02,event_gamemode_teamsCount,0
rumble_02,event_gamemode_realPlayersTeamsCount,0
rumble_02,event_gamemode_useMmrFiltering,FALSE
rumble_02,event_gamemode_useEvenPlayerCount,FALSE
rumble_02,event_gamemode_lobbyWaitTimeout,20
rumble_02,event_gamemode_respawnDuration,0
rumble_02,event_gamemode_introDuration,9
rumble_02,event_gamemode_countdownDuration,3
rumble_02,event_gamemode_map,map_WhiteFall
rumble_02,event_gamemode_newEventRewardID,newGameModeEventReward_1
rumble_02,event_gamemode_victoryDescID,event_rumble_victoryDesc
rumble_02,event_gamemode_rewardItemID_1,BattlePassToken
rumble_02,event_gamemode_rewardItemID_2,WeaponXP
rumble_02,event_gamemode_rewardItemID_3,EarnedCantinaBoxFragments
rumble_02,event_gamemode_rumble_circle_waitToShrinkTime,10
rumble_02,event_gamemode_rumble_circle_shrinkingDuration,150
rumble_02,event_gamemode_rumble_circle_damage_per_sec_percentage,0.25
rumble_02,event_gamemode_rumble_circle_shrinkingMinRadius,6
rumble_02,event_gamemode_rumble_circle_maxSize,65
rumble_02,event_gamemode_rumble_stars_dropped_after_kill,3
rumble_02,event_gamemode_rumble_stars_dropped_after_killing_level_1,1
rumble_02,event_gamemode_rumble_stars_dropped_after_killing_level_2,1
rumble_02,event_gamemode_rumble_stars_dropped_after_killing_level_3,2
rumble_02,event_gamemode_rumble_stars_dropped_after_killing_level_4,3
rumble_02,event_gamemode_rumble_stars_dropped_after_killing_level_5,4
rumble_02,event_gamemode_rumble_stars_dropped_from_barrel,2
rumble_02,event_gamemode_rumble_stars_requiredToLevelup,5
rumble_02,event_gamemode_rumble_stars_requiredToLevelup_to_2,3
rumble_02,event_gamemode_rumble_stars_requiredToLevelup_to_3,4
rumble_02,event_gamemode_rumble_stars_requiredToLevelup_to_4,5
rumble_02,event_gamemode_rumble_stars_requiredToLevelup_to_5,6
rumble_02,event_gamemode_rumble_stars_requiredToLevelup_to_6,7
rumble_02,event_gamemode_rumble_stars_requiredToLevelup_to_7,8
rumble_02,event_gamemode_rumble_spawncount_stars,20
rumble_02,event_gamemode_rumble_spawncount_barrels,30
rumble_02,event_gamemode_rumble_spawncount_healthPickups,15
rumble_02,event_gamemode_rumble_barrel_healthMultiplier,0.5
rumble_02_maptest,event_gamemode_ui_isCardBig,TRUE
rumble_02_maptest,event_gamemode_gamemodeID,128
rumble_02_maptest,event_gamemode_playercount,10
rumble_02_maptest,event_gamemode_minRealPlayers,1
rumble_02_maptest,event_gamemode_maxRealPlayers,10
rumble_02_maptest,event_gamemode_scorelimit,0
rumble_02_maptest,event_gamemode_timelimit,210
rumble_02_maptest,event_gamemode_isTeamMode,FALSE
rumble_02_maptest,event_gamemode_teamsCount,0
rumble_02_maptest,event_gamemode_realPlayersTeamsCount,0
rumble_02_maptest,event_gamemode_useMmrFiltering,FALSE
rumble_02_maptest,event_gamemode_useEvenPlayerCount,FALSE
rumble_02_maptest,event_gamemode_lobbyWaitTimeout,20
rumble_02_maptest,event_gamemode_respawnDuration,0
rumble_02_maptest,event_gamemode_introDuration,9
rumble_02_maptest,event_gamemode_countdownDuration,3
rumble_02_maptest,event_gamemode_map,map_BR_ANU
rumble_02_maptest,event_gamemode_newEventRewardID,newGameModeEventReward_1
rumble_02_maptest,event_gamemode_victoryDescID,event_rumble_victoryDesc
rumble_02_maptest,event_gamemode_rewardItemID_1,BattlePassToken
rumble_02_maptest,event_gamemode_rewardItemID_2,WeaponXP
rumble_02_maptest,event_gamemode_rewardItemID_3,EarnedCantinaBoxFragments
rumble_02_maptest,event_gamemode_rumble_circle_waitToShrinkTime,10
rumble_02_maptest,event_gamemode_rumble_circle_shrinkingDuration,150
rumble_02_maptest,event_gamemode_rumble_circle_damage_per_sec_percentage,0.25
rumble_02_maptest,event_gamemode_rumble_circle_shrinkingMinRadius,6
rumble_02_maptest,event_gamemode_rumble_circle_maxSize,65
rumble_02_maptest,event_gamemode_rumble_stars_dropped_after_kill,3
rumble_02_maptest,event_gamemode_rumble_stars_dropped_after_killing_level_1,1
rumble_02_maptest,event_gamemode_rumble_stars_dropped_after_killing_level_2,1
rumble_02_maptest,event_gamemode_rumble_stars_dropped_after_killing_level_3,2
rumble_02_maptest,event_gamemode_rumble_stars_dropped_after_killing_level_4,3
rumble_02_maptest,event_gamemode_rumble_stars_dropped_after_killing_level_5,4
rumble_02_maptest,event_gamemode_rumble_stars_dropped_from_barrel,2
rumble_02_maptest,event_gamemode_rumble_stars_requiredToLevelup,5
rumble_02_maptest,event_gamemode_rumble_stars_requiredToLevelup_to_2,3
rumble_02_maptest,event_gamemode_rumble_stars_requiredToLevelup_to_3,4
rumble_02_maptest,event_gamemode_rumble_stars_requiredToLevelup_to_4,5
rumble_02_maptest,event_gamemode_rumble_stars_requiredToLevelup_to_5,6
rumble_02_maptest,event_gamemode_rumble_stars_requiredToLevelup_to_6,7
rumble_02_maptest,event_gamemode_rumble_stars_requiredToLevelup_to_7,8
rumble_02_maptest,event_gamemode_rumble_spawncount_stars,20
rumble_02_maptest,event_gamemode_rumble_spawncount_barrels,30
rumble_02_maptest,event_gamemode_rumble_spawncount_healthPickups,15
rumble_02_maptest,event_gamemode_rumble_barrel_healthMultiplier,0.5
forge_daily,event_forge_rewardPoolID,weapon_box
forge_daily,event_forge_dailyFreePriceID,weaponbox_forge_video
forge_daily,event_forge_priceID_1,weaponbox_forge_1
forge_daily,event_forge_priceID_2,weaponbox_forge_2
forge_daily,event_forge_priceID_x10,weaponbox_forge_x10
forge_daily,event_forge_priceID_x10_2,weaponbox_forge_x10_2
forge_daily,event_forge_cardAsset,daily
forge_epic,event_forge_rewardPoolID,weapon_box_epic
forge_epic,event_forge_priceID_1,weaponboxepic_forge_1
forge_epic,event_forge_priceID_2,weaponboxepic_forge_2
forge_epic,event_forge_priceID_x10,weaponboxepic_forge_x10
forge_epic,event_forge_priceID_x10_2,weaponboxepic_forge_x10_2
forge_epic,event_forge_cardAsset,epic
forge_class_auto,event_forge_rewardPoolID,weapon_box_class_auto
forge_class_auto,event_forge_priceID_1,weaponbox_only_one_class_forge_1
forge_class_auto,event_forge_priceID_2,weaponbox_only_one_class_forge_2
forge_class_auto,event_forge_priceID_x10,weaponbox_only_one_class_forge_x10
forge_class_auto,event_forge_cardAsset,class_auto
forge_class_spread,event_forge_rewardPoolID,weapon_box_class_spread
forge_class_spread,event_forge_priceID_1,weaponbox_only_one_class_forge_1
forge_class_spread,event_forge_priceID_2,weaponbox_only_one_class_forge_2
forge_class_spread,event_forge_priceID_x10,weaponbox_only_one_class_forge_x10
forge_class_spread,event_forge_cardAsset,class_spread
forge_class_prec,event_forge_rewardPoolID,weapon_box_class_prec
forge_class_prec,event_forge_priceID_1,weaponbox_only_one_class_forge_1
forge_class_prec,event_forge_priceID_2,weaponbox_only_one_class_forge_2
forge_class_prec,event_forge_priceID_x10,weaponbox_only_one_class_forge_x10
forge_class_prec,event_forge_cardAsset,class_prec
forge_class_expl,event_forge_rewardPoolID,weapon_box_class_expl
forge_class_expl,event_forge_priceID_1,weaponbox_only_one_class_forge_1
forge_class_expl,event_forge_priceID_2,weaponbox_only_one_class_forge_2
forge_class_expl,event_forge_priceID_x10,weaponbox_only_one_class_forge_x10
forge_class_expl,event_forge_cardAsset,class_expl
forge_class_elem,event_forge_rewardPoolID,weapon_box_class_elem
forge_class_elem,event_forge_priceID_1,weaponbox_only_one_class_forge_1
forge_class_elem,event_forge_priceID_2,weaponbox_only_one_class_forge_2
forge_class_elem,event_forge_priceID_x10,weaponbox_only_one_class_forge_x10
forge_class_elem,event_forge_cardAsset,class_elem
forge_NFT_arsenalx,event_forge_rewardPoolID,weapon_box_NFT_ArsenalX
forge_NFT_arsenalx,event_forge_priceID_1,weaponboxNFTArsenalX_forge
forge_NFT_arsenalx,event_forge_priceID_2,weaponboxNFTArsenalX_forge
forge_NFT_arsenalx,event_forge_cardAsset,nft_arsenalx
borrowing_normal,event_borrowing_price,borrowing_normal1
borrowing_normal,event_borrowing_price2,borrowing_normal2
borrowing_normal,event_borrowing_price3,borrowing_normal3
borrowing_normal,event_borrowing_dailyLimit,3
borrowing_normal,event_borrowing_minNFTLevel,1
borrowing_normal,event_borrowing_maxNFTLevel,20
borrowing_normal,event_borrowing_minNFTRarity,Bronze
borrowing_normal,event_borrowing_maxNFTRarity,Legendary
borrowing_epic,event_borrowing_price,borrowing_epic1
borrowing_epic,event_borrowing_price2,borrowing_epic2
borrowing_epic,event_borrowing_price3,borrowing_epic3
borrowing_epic,event_borrowing_dailyLimit,3
borrowing_epic,event_borrowing_minNFTLevel,10
borrowing_epic,event_borrowing_maxNFTLevel,20
borrowing_epic,event_borrowing_minNFTRarity,Epic
borrowing_epic,event_borrowing_maxNFTRarity,Legendary
battlepass_preseason,event_battlepass_isPreSeason,TRUE
battlepass_preseason,event_battlepass_rewardPoolID,4
battlepass_preseason,event_battlepass_tierSkipPriceID,battlepass_skip_tier
battlepass_preseason,event_battlepass_freeRewardClaimNeedsVideo,FALSE
battlepass_preseason,event_battlepass_freeRewardClaimNeedsVideoFromRewardIndex,10
battlepass_preseason,event_battlepass_purchasePriceID1,battlepass_paid
battlepass_preseason,event_battlepass_purchasePriceID2,battlepass_paid2
battlepass_preseason,event_battlepass_paid_extraShards,1.2
battlepass_preseason,event_battlepass_paid_lootboxSameTimeOpenCount,4
battlepass_preseason,event_battlepass_token_energy_max,200
battlepass_preseason,event_battlepass_token_energy_paid_max,300
battlepass_preseason,event_battlepass_token_energy_regeneration_hours,1
battlepass_preseason,event_battlepass_token_energy_regeneration_amount,30
battlepass_season,event_battlepass_isPreSeason,FALSE
battlepass_season,event_battlepass_rewardPoolID,4
battlepass_season,event_battlepass_tierSkipPriceID,battlepass_skip_tier
battlepass_season,event_battlepass_freeRewardClaimNeedsVideo,FALSE
battlepass_season,event_battlepass_freeRewardClaimNeedsVideoFromRewardIndex,10
battlepass_season,event_battlepass_purchasePriceID1,battlepass_paid
battlepass_season,event_battlepass_purchasePriceID2,battlepass_paid2
battlepass_season,event_battlepass_paid_extraShards,1.2
battlepass_season,event_battlepass_paid_lootboxSameTimeOpenCount,2
battlepass_season,event_battlepass_token_energy_max,200
battlepass_season,event_battlepass_token_energy_paid_max,300
battlepass_season,event_battlepass_token_energy_regeneration_hours,1
battlepass_season,event_battlepass_token_energy_regeneration_amount,30
battlepass_season2,event_battlepass_isPreSeason,FALSE
battlepass_season2,event_battlepass_rewardPoolID,5
battlepass_season2,event_battlepass_tierSkipPriceID,battlepass_skip_tier
battlepass_season2,event_battlepass_freeRewardClaimNeedsVideo,FALSE
battlepass_season2,event_battlepass_freeRewardClaimNeedsVideoFromRewardIndex,10
battlepass_season2,event_battlepass_purchasePriceID1,battlepass_paid
battlepass_season2,event_battlepass_purchasePriceID2,battlepass_paid2
battlepass_season2,event_battlepass_paid_extraShards,1.2
battlepass_season2,event_battlepass_paid_lootboxSameTimeOpenCount,2
battlepass_season2,event_battlepass_token_energy_max,200
battlepass_season2,event_battlepass_token_energy_paid_max,300
battlepass_season2,event_battlepass_token_energy_regeneration_hours,1
battlepass_season2,event_battlepass_token_energy_regeneration_amount,30
battlepass_season2,event_battlepass_bonusRewardID,CantinaBox_BattlePass_Bonus_Season2
