identifier,collection,name,url,thumbnailUrl,owner,rank,priceCurrency,priceAmount,Background,Body,Earrings,Eyes,Face,Head,Headgear,LegAccessories,Legs,Mouth,Perk 1,Perk 2,Rarity Class,Skin,Species,level,health,shield,talent_points_available,talent_points_total,earn_rate,character_tokens,Overachiever,Hodler,Grounded,Stonewall,Adrenaline Rush,Overshield,Black Widow,Galvanized,Nano Meds,Resilience,Cold Blooded,Perseverance,Escape Artist,Scavenger,Cool Moves,Brawler,Automatic Weapons Proficiency,Scatter Weapons Proficiency,Precision Weapons Proficiency,Explosive Weapons Proficiency,Elemental Weapons Proficiency
CRCHAMPS-d0265d-0109,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Overachiever,Perseverance,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-010a,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Explosive Weapons Proficiency,Legendary,Bioluminescent,Space Shark,4,267,150,0,0,0.27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-010b,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Precision Weapons Proficiency,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-010c,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Explosive Weapons Proficiency,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-010d,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Hodler,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-010e,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Brawler,Precision Weapons Proficiency,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
CRCHAMPS-d0265d-010f,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Overachiever,Explosive Weapons Proficiency,Legendary,Bioluminescent,Space Shark,4,267,150,0,0,0.27,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0110,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Stonewall,Black Widow,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0111,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Stonewall,Scavenger,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,321,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0112,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Stonewall,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0113,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Resilience,Black Widow,Legendary,Bioluminescent,Space Shark,2,60,30,0,0,0.08,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0114,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Scatter Weapons Proficiency,Nano Meds,Legendary,Bioluminescent,Space Shark,5,405,230,0,0,0.37,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0115,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Escape Artist,Legendary,Bioluminescent,Space Shark,6,563,322,0,0,0.48,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0116,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Black Widow,Nano Meds,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0117,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Adrenaline Rush,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,2,60,30,0,0,0.08,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0118,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Stonewall,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,4,267,150,0,0,0.27,22,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0119,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Galvanized,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-011a,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Escape Artist,Adrenaline Rush,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-011b,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Elemental Weapons Proficiency,Scatter Weapons Proficiency,Legendary,Bioluminescent,Space Shark,7,739,424,5,5,0.6,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CRCHAMPS-d0265d-011c,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Perseverance,Cold Blooded,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-011d,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Cold Blooded,Overachiever,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-011e,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Galvanized,Nano Meds,Legendary,Bioluminescent,Space Shark,3,151,83,0,0,0.17,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-011f,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Nano Meds,Hodler,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0120,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Grounded,Adrenaline Rush,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0121,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Hodler,Elemental Weapons Proficiency,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0122,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Escape Artist,Nano Meds,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CRCHAMPS-d0265d-0123,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Hodler,Overachiever,Legendary,Bioluminescent,Space Shark,7,739,424,5,5,0.6,50,10,12,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
CRCHAMPS-d0265d-0124,CRCHAMPS-d0265d,CantinaRoyaleChamps,https://media.elrond.com/nfts/asset/bafybeihcobogsxwt2fjbstjhjax5zquerzhwhhbpstmstgizvbzoiyc534/legendary_shark.jpg,https://media.elrond.com/nfts/thumbnail/CRCHAMPS-d0265d-9bdd5bac,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,None,Atlantis,None,Artefact,None,None,Atlantis,None,Atlantis,Angry,Galvanized,Scavenger,Legendary,Bioluminescent,Space Shark,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0
