identifier,collection,name,url,thumbnailUrl,owner,rank,priceCurrency,priceAmount,xp,wear,level,starLevel,Damage,Reload Time,Ammo,Range,realPriceAmount
CRWEAPONS-e5ab49-015d,CRWEAPONS-e5ab49,Tesla Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/TeslaGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-c8a37fdb,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0.0,0.0,1.0,1.0,1000.0,2.7,2.0,9.0,
CRWEAPONS-e5ab49-0174,CRWEAPONS-e5ab49,Tesla Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/TeslaGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-c8a37fdb,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,54019.0,100.0,11.0,5.0,2000.0,2.7,2.0,9.5,
CRWEAPONS-e5ab49-01ac,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,1293.0,2.6,5.0,3.0,2512.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01ae,CRWEAPONS-e5ab49,Mortar Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/MortarGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-57abe93a,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,11.0,0.1,1.0,1.0,1400.0,3.0,3.0,8.0,
CRWEAPONS-e5ab49-01b0,CRWEAPONS-e5ab49,Tesla Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/TeslaGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-c8a37fdb,erd1jphrl52p7cnk78390ag7spm9ggrr55pypgnuysn73krnhk6exdlqqnh0ua,,,,0.0,0.0,1.0,1.0,1000.0,2.7,2.0,9.0,
CRWEAPONS-e5ab49-01b2,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0.0,0.0,1.0,1.0,2200.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01b4,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,,,0.0,0.0,1.0,1.0,2200.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01b7,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,15471.0,7.0,7.0,4.0,2702.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01bb,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,17924.0,25.0,10.0,4.0,2903.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01bc,CRWEAPONS-e5ab49,Tesla Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/TeslaGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-c8a37fdb,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,173.0,0.6,2.0,3.0,1050.0,2.7,2.0,9.5,
CRWEAPONS-e5ab49-01d0,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,21307.0,12.2,9.0,2.0,2652.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01d9,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,,,0.0,0.0,1.0,2.0,2300.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01da,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,,,0.0,0.0,1.0,2.0,2300.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01db,CRWEAPONS-e5ab49,Railgun-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/RailGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-e635665b,erd1qqqqqqqqqqqqqpgq705fxpfrjne0tl3ece0rrspykq88mynn4kxs2cg43s,,,,14576.0,12.2,7.0,2.0,1192.0,2.4,2.0,10.5,
CRWEAPONS-e5ab49-01df,CRWEAPONS-e5ab49,Railgun-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/RailGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-e635665b,erd1gqh79mxfr4al0gfpplvm79lxrx93tgclm3kvlfklmfgr3sp3yx8s7d3qjp,,,,1465.0,3.1,3.0,1.0,1050.0,2.4,2.0,10.0,
CRWEAPONS-e5ab49-01e5,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0.0,0.0,1.0,1.0,2200.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01e8,CRWEAPONS-e5ab49,Tesla Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/TeslaGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-c8a37fdb,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0.0,0.0,1.0,2.0,1000.0,2.7,2.0,9.5,
CRWEAPONS-e5ab49-01eb,CRWEAPONS-e5ab49,Railgun-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/RailGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-e635665b,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0.0,0.0,1.0,1.0,1000.0,2.4,2.0,10.0,
CRWEAPONS-e5ab49-01f1,CRWEAPONS-e5ab49,Mortar Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/MortarGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-57abe93a,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,41318.0,100.0,10.0,5.0,2066.0,3.0,3.0,9.0,
CRWEAPONS-e5ab49-01f4,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,2789.0,0.0,4.0,3.0,2459.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01fb,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0.0,0.0,1.0,4.0,2300.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-01fd,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,7992.0,7.9,8.0,4.0,2769.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-02,CRWEAPONS-e5ab49,Railgun-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/RailGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-e635665b,erd1k66m7nyyawp9cu4w7xhy2myqqg2qwajre6ul9kmdmj4f6fa83kvsyg4v0y,,,,723.0,1.0,2.0,1.0,1025.0,2.4,2.0,10.0,
CRWEAPONS-e5ab49-0200,CRWEAPONS-e5ab49,Tesla Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/TeslaGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-c8a37fdb,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,,,100.0,0.2,1.0,1.0,1000.0,2.7,2.0,9.0,
CRWEAPONS-e5ab49-0206,CRWEAPONS-e5ab49,Railgun-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/RailGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-e635665b,erd14pe38jqw6h4yshtys4cdv6l03au64zy4am0cante4y8355nsprvs66wa4c,,,,0.0,0.0,1.0,2.0,1000.0,2.4,2.0,10.5,
CRWEAPONS-e5ab49-0213,CRWEAPONS-e5ab49,Railgun-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/RailGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-e635665b,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0.0,0.0,1.0,2.0,1000.0,2.4,2.0,10.5,
CRWEAPONS-e5ab49-0216,CRWEAPONS-e5ab49,Tesla Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/TeslaGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-c8a37fdb,erd10xur4pel9lvyt8vjsrxqp2nrtv4fljckp4cd4cng2gd4eq9xanyqyjajtc,,,,0.0,0.0,1.0,1.0,1000.0,2.7,2.0,9.0,
CRWEAPONS-e5ab49-021a,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,0.0,0.0,1.0,3.0,2300.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-021f,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1ekafyklw8gulc6rcrrvqqmygfz0j4tp60daqf7esuxac85cvmr8sr5gx3d,,,,0.0,0.0,1.0,1.0,2200.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-0220,CRWEAPONS-e5ab49,Mortar Gun X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/MortarGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-57abe93a,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,,,74.0,0.4,2.0,1.0,1424.0,3.0,3.0,8.0,
CRWEAPONS-e5ab49-0225,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,257.0,0.5,3.0,1.0,2264.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-0229,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,,,0.0,0.0,1.0,1.0,2200.0,2.1,3.0,9.0,
CRWEAPONS-e5ab49-022a,CRWEAPONS-e5ab49,Railgun-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/RailGun-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-e635665b,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,,,,0.0,0.0,1.0,1.0,1000.0,2.4,2.0,10.0,
CRWEAPONS-e5ab49-022b,CRWEAPONS-e5ab49,Boomstick-X,https://media.elrond.com/nfts/asset/bafybeibrxxffbbdt6ile7cvm4lmnggrqkxlaz3v7mden4gct32ch5sg5im/Boomstick-X.png,https://media.elrond.com/nfts/thumbnail/CRWEAPONS-e5ab49-40c00fbf,erd1qqqqqqqqqqqqqpgq5dz6p0nsz35sht95kp6vjrznffzqpq79a9rsputqa4,,,,717.0,1.1,3.0,1.0,2264.0,2.1,3.0,9.0,
